user_id,period,total_co2,electricity_co2,gas_co2,fuel_co2,water_co2,summary_id,created_at
3,2025-06,298.604654975755,298.604654975755,298.604654975755,298.604654975755,298.604654975755,18,2026-02-10 19:49:57.899807
4,2025-01,195.05395952066127,195.05395952066127,195.05395952066127,195.05395952066127,195.05395952066127,19,2026-02-10 19:49:57.899807
4,2025-02,155.86793723495285,155.86793723495288,155.86793723495288,155.86793723495288,155.86793723495288,20,2026-02-10 19:49:57.899807
4,2025-03,198.88095344424116,198.88095344424113,198.88095344424113,198.88095344424113,198.88095344424113,21,2026-02-10 19:49:57.899807
4,2025-04,176.06306972106648,176.06306972106648,176.06306972106648,176.06306972106648,176.06306972106648,22,2026-02-10 19:49:57.899807
4,2025-05,185.79013017647853,185.79013017647853,185.79013017647853,185.79013017647853,185.79013017647853,23,2026-02-10 19:49:57.899807
4,2025-06,174.65566000650858,174.65566000650855,174.65566000650855,174.65566000650855,174.65566000650855,24,2026-02-10 19:49:57.899807
5,2025-01,309.9438775096,309.9438775096,309.9438775096,309.9438775096,309.9438775096,25,2026-02-10 19:49:57.899807
5,2025-02,247.42909322721633,247.42909322721633,247.42909322721633,247.42909322721633,247.42909322721633,26,2026-02-10 19:49:57.899807
5,2025-03,274.7434214718011,274.74342147180107,274.74342147180107,274.74342147180107,274.74342147180107,27,2026-02-10 19:49:57.899807
5,2025-04,311.46154120219694,311.46154120219694,311.46154120219694,311.46154120219694,311.46154120219694,28,2026-02-10 19:49:57.899807
5,2025-05,284.2343178614171,284.234317861417,284.234317861417,284.234317861417,284.234317861417,29,2026-02-10 19:49:57.899807
5,2025-06,285.24459344521125,285.24459344521125,285.24459344521125,285.24459344521125,285.24459344521125,30,2026-02-10 19:49:57.899807
6,2025-01,171.9940448245068,171.99404482450683,171.99404482450683,171.99404482450683,171.99404482450683,31,2026-02-10 19:49:57.899807
6,2025-02,150.1872847333916,150.1872847333916,150.1872847333916,150.1872847333916,150.1872847333916,32,2026-02-10 19:49:57.899807
6,2025-03,193.73482994572012,193.73482994572015,193.73482994572015,193.73482994572015,193.73482994572015,33,2026-02-10 19:49:57.899807
6,2025-04,181.31175356082315,181.31175356082318,181.31175356082318,181.31175356082318,181.31175356082318,34,2026-02-10 19:49:57.899807
6,2025-05,195.27894511688186,195.27894511688186,195.27894511688186,195.27894511688186,195.27894511688186,35,2026-02-10 19:49:57.899807
6,2025-06,167.43107275263185,167.43107275263182,167.43107275263182,167.43107275263182,167.43107275263182,36,2026-02-10 19:49:57.899807
7,2025-01,459.5410237213583,459.54102372135816,459.54102372135816,459.54102372135816,459.54102372135816,37,2026-02-10 19:49:57.899807
7,2025-02,425.9550529604414,425.95505296044144,425.95505296044144,425.95505296044144,425.95505296044144,38,2026-02-10 19:49:57.899807
7,2025-03,464.51637926423274,464.5163792642327,464.5163792642327,464.5163792642327,464.5163792642327,39,2026-02-10 19:49:57.899807
7,2025-04,437.5784632997688,437.57846329976877,437.57846329976877,437.57846329976877,437.57846329976877,40,2026-02-10 19:49:57.899807
7,2025-05,464.8282064553636,464.8282064553636,464.8282064553636,464.8282064553636,464.8282064553636,41,2026-02-10 19:49:57.899807
7,2025-06,451.0349891453088,451.03498914530877,451.03498914530877,451.03498914530877,451.03498914530877,42,2026-02-10 19:49:57.899807
8,2025-01,271.1158724713288,271.11587247132877,271.11587247132877,271.11587247132877,271.11587247132877,43,2026-02-10 19:49:57.899807
8,2025-02,300.8880238472859,300.8880238472859,300.8880238472859,300.8880238472859,300.8880238472859,44,2026-02-10 19:49:57.899807
8,2025-03,295.28886720665565,295.28886720665565,295.28886720665565,295.28886720665565,295.28886720665565,45,2026-02-10 19:49:57.899807
8,2025-04,295.2337226439543,295.2337226439543,295.2337226439543,295.2337226439543,295.2337226439543,46,2026-02-10 19:49:57.899807
8,2025-05,304.75510229073814,304.75510229073814,304.75510229073814,304.75510229073814,304.75510229073814,47,2026-02-10 19:49:57.899807
8,2025-06,269.57031156248235,269.57031156248235,269.57031156248235,269.57031156248235,269.57031156248235,48,2026-02-10 19:49:57.899807
9,2025-01,453.03935869557523,453.03935869557523,453.03935869557523,453.03935869557523,453.03935869557523,49,2026-02-10 19:49:57.899807
9,2025-02,370.6564150528303,370.6564150528303,370.6564150528303,370.6564150528303,370.6564150528303,50,2026-02-10 19:49:57.899807
9,2025-03,482.3203766799088,482.32037667990886,482.32037667990886,482.32037667990886,482.32037667990886,51,2026-02-10 19:49:57.899807
9,2025-04,454.8599793913209,454.85997939132085,454.85997939132085,454.85997939132085,454.85997939132085,52,2026-02-10 19:49:57.899807
9,2025-05,435.34130688798047,435.3413068879804,435.3413068879804,435.3413068879804,435.3413068879804,53,2026-02-10 19:49:57.899807
9,2025-06,407.17377628953057,407.1737762895306,407.1737762895306,407.1737762895306,407.1737762895306,54,2026-02-10 19:49:57.899807
10,2025-01,464.93598425211997,464.9359842521199,464.9359842521199,464.9359842521199,464.9359842521199,55,2026-02-10 19:49:57.899807
10,2025-02,410.67323238923007,410.6732323892301,410.6732323892301,410.6732323892301,410.6732323892301,56,2026-02-10 19:49:57.899807
10,2025-03,464.0298393988673,464.02983939886735,464.02983939886735,464.02983939886735,464.02983939886735,57,2026-02-10 19:49:57.899807
10,2025-04,434.41966984635,434.41966984635,434.41966984635,434.41966984635,434.41966984635,58,2026-02-10 19:49:57.899807
10,2025-05,468.5096550176167,468.50965501761664,468.50965501761664,468.50965501761664,468.50965501761664,59,2026-02-10 19:49:57.899807
10,2025-06,414.26240313085435,414.2624031308543,414.2624031308543,414.2624031308543,414.2624031308543,60,2026-02-10 19:49:57.899807
11,2025-01,166.2434187091329,166.2434187091329,166.2434187091329,166.2434187091329,166.2434187091329,61,2026-02-10 19:49:57.899807
11,2025-02,177.15534544395464,177.15534544395467,177.15534544395467,177.15534544395467,177.15534544395467,62,2026-02-10 19:49:57.899807
11,2025-03,189.64334138465765,189.64334138465767,189.64334138465767,189.64334138465767,189.64334138465767,63,2026-02-10 19:49:57.899807
11,2025-04,204.6819591533474,204.6819591533474,204.6819591533474,204.6819591533474,204.6819591533474,64,2026-02-10 19:49:57.899807
11,2025-05,195.74687099745643,195.74687099745645,195.74687099745645,195.74687099745645,195.74687099745645,65,2026-02-10 19:49:57.899807
11,2025-06,196.71536090032058,196.71536090032058,196.71536090032058,196.71536090032058,196.71536090032058,66,2026-02-10 19:49:57.899807
12,2025-01,193.88791012208173,193.88791012208173,193.88791012208173,193.88791012208173,193.88791012208173,67,2026-02-10 19:49:57.899807
12,2025-02,158.61783085325106,158.61783085325106,158.61783085325106,158.61783085325106,158.61783085325106,68,2026-02-10 19:49:57.899807
12,2025-03,202.3589451513049,202.3589451513049,202.3589451513049,202.3589451513049,202.3589451513049,69,2026-02-10 19:49:57.899807
12,2025-04,187.35207368375157,187.3520736837516,187.3520736837516,187.3520736837516,187.3520736837516,70,2026-02-10 19:49:57.899807
12,2025-05,191.08420168288907,191.08420168288907,191.08420168288907,191.08420168288907,191.08420168288907,71,2026-02-10 19:49:57.899807
12,2025-06,187.38563670560006,187.3856367056001,187.3856367056001,187.3856367056001,187.3856367056001,72,2026-02-10 19:49:57.899807
13,2025-01,188.52880250352024,188.52880250352027,188.52880250352027,188.52880250352027,188.52880250352027,73,2026-02-10 19:49:57.899807
13,2025-02,171.2439214378702,171.2439214378702,171.2439214378702,171.2439214378702,171.2439214378702,74,2026-02-10 19:49:57.899807
13,2025-03,179.23055583791532,179.23055583791535,179.23055583791535,179.23055583791535,179.23055583791535,75,2026-02-10 19:49:57.899807
13,2025-04,198.27490143872794,198.2749014387279,198.2749014387279,198.2749014387279,198.2749014387279,76,2026-02-10 19:49:57.899807
13,2025-05,168.2306325568066,168.2306325568066,168.2306325568066,168.2306325568066,168.2306325568066,77,2026-02-10 19:49:57.899807
13,2025-06,197.31408762011586,197.31408762011586,197.31408762011586,197.31408762011586,197.31408762011586,78,2026-02-10 19:49:57.899807
14,2025-01,187.1914482411443,187.1914482411443,187.1914482411443,187.1914482411443,187.1914482411443,79,2026-02-10 19:49:57.899807
14,2025-02,170.8530848647209,170.85308486472087,170.85308486472087,170.85308486472087,170.85308486472087,80,2026-02-10 19:49:57.899807
14,2025-03,191.60963336930385,191.60963336930385,191.60963336930385,191.60963336930385,191.60963336930385,81,2026-02-10 19:49:57.899807
14,2025-04,183.31714967730517,183.31714967730517,183.31714967730517,183.31714967730517,183.31714967730517,82,2026-02-10 19:49:57.899807
14,2025-05,167.13784212441632,167.13784212441635,167.13784212441635,167.13784212441635,167.13784212441635,83,2026-02-10 19:49:57.899807
14,2025-06,177.06850841171806,177.06850841171806,177.06850841171806,177.06850841171806,177.06850841171806,84,2026-02-10 19:49:57.899807
15,2025-01,190.4563294138593,190.4563294138593,190.4563294138593,190.4563294138593,190.4563294138593,85,2026-02-10 19:49:57.899807
15,2025-02,176.68878614734248,176.68878614734246,176.68878614734246,176.68878614734246,176.68878614734246,86,2026-02-10 19:49:57.899807
15,2025-03,171.98383429920187,171.98383429920187,171.98383429920187,171.98383429920187,171.98383429920187,87,2026-02-10 19:49:57.899807
15,2025-04,193.3107381576031,193.3107381576031,193.3107381576031,193.3107381576031,193.3107381576031,88,2026-02-10 19:49:57.899807
15,2025-05,173.1233639913814,173.1233639913814,173.1233639913814,173.1233639913814,173.1233639913814,89,2026-02-10 19:49:57.899807
15,2025-06,209.93529974575512,209.93529974575515,209.93529974575515,209.93529974575515,209.93529974575515,90,2026-02-10 19:49:57.899807
16,2025-01,203.1750035074746,203.17500350747457,203.17500350747457,203.17500350747457,203.17500350747457,91,2026-02-10 19:49:57.899807
16,2025-02,150.43787145785777,150.43787145785777,150.43787145785777,150.43787145785777,150.43787145785777,92,2026-02-10 19:49:57.899807
16,2025-03,191.44580481763077,191.44580481763077,191.44580481763077,191.44580481763077,191.44580481763077,93,2026-02-10 19:49:57.899807
16,2025-04,169.4616775429207,169.4616775429207,169.4616775429207,169.4616775429207,169.4616775429207,94,2026-02-10 19:49:57.899807
16,2025-05,193.98709817515154,193.98709817515154,193.98709817515154,193.98709817515154,193.98709817515154,95,2026-02-10 19:49:57.899807
16,2025-06,179.40144047049176,179.40144047049176,179.40144047049176,179.40144047049176,179.40144047049176,96,2026-02-10 19:49:57.899807
17,2025-01,283.9287116282728,283.9287116282728,283.9287116282728,283.9287116282728,283.9287116282728,97,2026-02-10 19:49:57.899807
17,2025-02,241.6838183971897,241.68381839718967,241.68381839718967,241.68381839718967,241.68381839718967,98,2026-02-10 19:49:57.899807
17,2025-03,289.9696762808479,289.96967628084803,289.96967628084803,289.96967628084803,289.96967628084803,99,2026-02-10 19:49:57.899807
17,2025-04,290.0605066002152,290.06050660021526,290.06050660021526,290.06050660021526,290.06050660021526,100,2026-02-10 19:49:57.899807
17,2025-05,284.4272172567151,284.42721725671515,284.42721725671515,284.42721725671515,284.42721725671515,101,2026-02-10 19:49:57.899807
17,2025-06,272.42186548578405,272.42186548578405,272.42186548578405,272.42186548578405,272.42186548578405,102,2026-02-10 19:49:57.899807
18,2025-01,282.94633121812194,282.946331218122,282.946331218122,282.946331218122,282.946331218122,103,2026-02-10 19:49:57.899807
18,2025-02,274.61585437403045,274.6158543740304,274.6158543740304,274.6158543740304,274.6158543740304,104,2026-02-10 19:49:57.899807
18,2025-03,300.31967280102214,300.3196728010222,300.3196728010222,300.3196728010222,300.3196728010222,105,2026-02-10 19:49:57.899807
18,2025-04,289.18739977939975,289.1873997793997,289.1873997793997,289.1873997793997,289.1873997793997,106,2026-02-10 19:49:57.899807
18,2025-05,281.15047608469985,281.1504760846999,281.1504760846999,281.1504760846999,281.1504760846999,107,2026-02-10 19:49:57.899807
18,2025-06,282.0652797264927,282.06527972649275,282.06527972649275,282.06527972649275,282.06527972649275,108,2026-02-10 19:49:57.899807
19,2025-01,483.2974418491507,483.29744184915063,483.29744184915063,483.29744184915063,483.29744184915063,109,2026-02-10 19:49:57.899807
19,2025-02,434.35555697161294,434.35555697161294,434.35555697161294,434.35555697161294,434.35555697161294,110,2026-02-10 19:49:57.899807
19,2025-03,435.7992724100468,435.79927241004674,435.79927241004674,435.79927241004674,435.79927241004674,111,2026-02-10 19:49:57.899807
19,2025-04,458.5706897759173,458.57068977591723,458.57068977591723,458.57068977591723,458.57068977591723,112,2026-02-10 19:49:57.899807
19,2025-05,483.735556797803,483.73555679780304,483.73555679780304,483.73555679780304,483.73555679780304,113,2026-02-10 19:49:57.899807
19,2025-06,430.4606931543898,430.4606931543899,430.4606931543899,430.4606931543899,430.4606931543899,114,2026-02-10 19:49:57.899807
20,2025-01,466.540758304373,466.540758304373,466.540758304373,466.540758304373,466.540758304373,115,2026-02-10 19:49:57.899807
20,2025-02,402.6695691720185,402.6695691720186,402.6695691720186,402.6695691720186,402.6695691720186,116,2026-02-10 19:49:57.899807
20,2025-03,473.68936075063124,473.68936075063124,473.68936075063124,473.68936075063124,473.68936075063124,117,2026-02-10 19:49:57.899807
20,2025-04,468.7199877982752,468.71998779827527,468.71998779827527,468.71998779827527,468.71998779827527,118,2026-02-10 19:49:57.899807
20,2025-05,450.67461080481826,450.6746108048183,450.6746108048183,450.6746108048183,450.6746108048183,119,2026-02-10 19:49:57.899807
20,2025-06,428.61114023928474,428.61114023928474,428.61114023928474,428.61114023928474,428.61114023928474,120,2026-02-10 19:49:57.899807
21,2025-01,454.40092711928224,454.40092711928213,454.40092711928213,454.40092711928213,454.40092711928213,121,2026-02-10 19:49:57.899807
21,2025-02,422.1308058259722,422.1308058259722,422.1308058259722,422.1308058259722,422.1308058259722,122,2026-02-10 19:49:57.899807
21,2025-03,459.6787764470094,459.67877644700934,459.67877644700934,459.67877644700934,459.67877644700934,123,2026-02-10 19:49:57.899807
21,2025-04,435.8079434105695,435.8079434105695,435.8079434105695,435.8079434105695,435.8079434105695,124,2026-02-10 19:49:57.899807
21,2025-05,479.0023351643619,479.0023351643619,479.0023351643619,479.0023351643619,479.0023351643619,125,2026-02-10 19:49:57.899807
21,2025-06,426.5188568857732,426.5188568857732,426.5188568857732,426.5188568857732,426.5188568857732,126,2026-02-10 19:49:57.899807
22,2025-01,186.3347640133023,186.3347640133023,186.3347640133023,186.3347640133023,186.3347640133023,127,2026-02-10 19:49:57.899807
22,2025-02,162.82064011748926,162.82064011748923,162.82064011748923,162.82064011748923,162.82064011748923,128,2026-02-10 19:49:57.899807
22,2025-03,174.8333361212442,174.83333612124423,174.83333612124423,174.83333612124423,174.83333612124423,129,2026-02-10 19:49:57.899807
22,2025-04,183.506691403977,183.50669140397696,183.50669140397696,183.50669140397696,183.50669140397696,130,2026-02-10 19:49:57.899807
22,2025-05,193.70077267782847,193.70077267782844,193.70077267782844,193.70077267782844,193.70077267782844,131,2026-02-10 19:49:57.899807
22,2025-06,207.51359200562723,207.51359200562726,207.51359200562726,207.51359200562726,207.51359200562726,132,2026-02-10 19:49:57.899807
23,2025-01,427.53052505783535,427.5305250578353,427.5305250578353,427.5305250578353,427.5305250578353,133,2026-02-10 19:49:57.899807
23,2025-02,429.2632880746586,429.26328807465853,429.26328807465853,429.26328807465853,429.26328807465853,134,2026-02-10 19:49:57.899807
23,2025-03,481.14586208399294,481.145862083993,481.145862083993,481.145862083993,481.145862083993,135,2026-02-10 19:49:57.899807
23,2025-04,440.0599201013373,440.05992010133735,440.05992010133735,440.05992010133735,440.05992010133735,136,2026-02-10 19:49:57.899807
23,2025-05,447.3049993228388,447.30499932283885,447.30499932283885,447.30499932283885,447.30499932283885,137,2026-02-10 19:49:57.899807
23,2025-06,425.06712439907767,425.0671243990776,425.0671243990776,425.0671243990776,425.0671243990776,138,2026-02-10 19:49:57.899807
24,2025-01,300.4019251451738,300.4019251451738,300.4019251451738,300.4019251451738,300.4019251451738,139,2026-02-10 19:49:57.899807
24,2025-02,273.9318528207827,273.9318528207827,273.9318528207827,273.9318528207827,273.9318528207827,140,2026-02-10 19:49:57.899807
24,2025-03,290.23891231976063,290.23891231976063,290.23891231976063,290.23891231976063,290.23891231976063,141,2026-02-10 19:49:57.899807
24,2025-04,296.1074349138835,296.1074349138835,296.1074349138835,296.1074349138835,296.1074349138835,142,2026-02-10 19:49:57.899807
24,2025-05,310.2246909005508,310.2246909005508,310.2246909005508,310.2246909005508,310.2246909005508,143,2026-02-10 19:49:57.899807
24,2025-06,292.4299412894892,292.42994128948914,292.42994128948914,292.42994128948914,292.42994128948914,144,2026-02-10 19:49:57.899807
25,2025-01,442.5541663921801,442.55416639218015,442.55416639218015,442.55416639218015,442.55416639218015,145,2026-02-10 19:49:57.899807
25,2025-02,409.8323190832578,409.83231908325786,409.83231908325786,409.83231908325786,409.83231908325786,146,2026-02-10 19:49:57.899807
25,2025-03,482.23676017735323,482.23676017735323,482.23676017735323,482.23676017735323,482.23676017735323,147,2026-02-10 19:49:57.899807
25,2025-04,394.8147167257347,394.8147167257346,394.8147167257346,394.8147167257346,394.8147167257346,148,2026-02-10 19:49:57.899807
25,2025-05,420.87976974812904,420.87976974812904,420.87976974812904,420.87976974812904,420.87976974812904,149,2026-02-10 19:49:57.899807
25,2025-06,431.5735535722713,431.57355357227135,431.57355357227135,431.57355357227135,431.57355357227135,150,2026-02-10 19:49:57.899807
26,2025-01,470.75221009204887,470.75221009204887,470.75221009204887,470.75221009204887,470.75221009204887,151,2026-02-10 19:49:57.899807
26,2025-02,429.4043024452625,429.4043024452625,429.4043024452625,429.4043024452625,429.4043024452625,152,2026-02-10 19:49:57.899807
26,2025-03,439.6157529533141,439.6157529533141,439.6157529533141,439.6157529533141,439.6157529533141,153,2026-02-10 19:49:57.899807
26,2025-04,443.08967640902944,443.08967640902944,443.08967640902944,443.08967640902944,443.08967640902944,154,2026-02-10 19:49:57.899807
26,2025-05,430.77483659562387,430.77483659562387,430.77483659562387,430.77483659562387,430.77483659562387,155,2026-02-10 19:49:57.899807
26,2025-06,410.56748992663415,410.5674899266342,410.5674899266342,410.5674899266342,410.5674899266342,156,2026-02-10 19:49:57.899807
27,2025-01,308.1371422067801,308.1371422067801,308.1371422067801,308.1371422067801,308.1371422067801,157,2026-02-10 19:49:57.899807
27,2025-02,247.58726188693112,247.58726188693115,247.58726188693115,247.58726188693115,247.58726188693115,158,2026-02-10 19:49:57.899807
27,2025-03,288.8098027022122,288.8098027022122,288.8098027022122,288.8098027022122,288.8098027022122,159,2026-02-10 19:49:57.899807
27,2025-04,282.4561306441191,282.4561306441191,282.4561306441191,282.4561306441191,282.4561306441191,160,2026-02-10 19:49:57.899807
27,2025-05,300.31320084947237,300.3132008494724,300.3132008494724,300.3132008494724,300.3132008494724,161,2026-02-10 19:49:57.899807
27,2025-06,288.14621059712306,288.1462105971232,288.1462105971232,288.1462105971232,288.1462105971232,162,2026-02-10 19:49:57.899807
28,2025-01,306.61027922971556,306.6102792297155,306.6102792297155,306.6102792297155,306.6102792297155,163,2026-02-10 19:49:57.899807
28,2025-02,260.72971114129393,260.7297111412939,260.7297111412939,260.7297111412939,260.7297111412939,164,2026-02-10 19:49:57.899807
28,2025-03,295.5528428778117,295.5528428778117,295.5528428778117,295.5528428778117,295.5528428778117,165,2026-02-10 19:49:57.899807
28,2025-04,269.9337392139822,269.9337392139822,269.9337392139822,269.9337392139822,269.9337392139822,166,2026-02-10 19:49:57.899807
28,2025-05,297.1756599117032,297.1756599117031,297.1756599117031,297.1756599117031,297.1756599117031,167,2026-02-10 19:49:57.899807
28,2025-06,285.08126239057447,285.0812623905744,285.0812623905744,285.0812623905744,285.0812623905744,168,2026-02-10 19:49:57.899807
29,2025-01,170.96212491935137,170.96212491935134,170.96212491935134,170.96212491935134,170.96212491935134,169,2026-02-10 19:49:57.899807
29,2025-02,189.27465214405981,189.27465214405981,189.27465214405981,189.27465214405981,189.27465214405981,170,2026-02-10 19:49:57.899807
29,2025-03,187.82888827023208,187.82888827023208,187.82888827023208,187.82888827023208,187.82888827023208,171,2026-02-10 19:49:57.899807
29,2025-04,198.82201998389394,198.82201998389394,198.82201998389394,198.82201998389394,198.82201998389394,172,2026-02-10 19:49:57.899807
29,2025-05,186.72497746122605,186.72497746122605,186.72497746122605,186.72497746122605,186.72497746122605,173,2026-02-10 19:49:57.899807
29,2025-06,159.14566837529563,159.14566837529566,159.14566837529566,159.14566837529566,159.14566837529566,174,2026-02-10 19:49:57.899807
30,2025-01,460.9873757788276,460.9873757788276,460.9873757788276,460.9873757788276,460.9873757788276,175,2026-02-10 19:49:57.899807
30,2025-02,449.5362236690605,449.5362236690606,449.5362236690606,449.5362236690606,449.5362236690606,176,2026-02-10 19:49:57.899807
30,2025-03,501.0444917110673,501.0444917110673,501.0444917110673,501.0444917110673,501.0444917110673,177,2026-02-10 19:49:57.899807
30,2025-04,459.200743329294,459.200743329294,459.200743329294,459.200743329294,459.200743329294,178,2026-02-10 19:49:57.899807
30,2025-05,428.60498878213787,428.60498878213787,428.60498878213787,428.60498878213787,428.60498878213787,179,2026-02-10 19:49:57.899807
30,2025-06,445.71089702304033,445.7108970230403,445.7108970230403,445.7108970230403,445.7108970230403,180,2026-02-10 19:49:57.899807
31,2025-01,197.85178278287412,197.85178278287415,197.85178278287415,197.85178278287415,197.85178278287415,181,2026-02-10 19:49:57.899807
31,2025-02,189.74415077331616,189.7441507733162,189.7441507733162,189.7441507733162,189.7441507733162,182,2026-02-10 19:49:57.899807
31,2025-03,208.560353841168,208.56035384116802,208.56035384116802,208.56035384116802,208.56035384116802,183,2026-02-10 19:49:57.899807
31,2025-04,193.14991734067897,193.14991734067894,193.14991734067894,193.14991734067894,193.14991734067894,184,2026-02-10 19:49:57.899807
31,2025-05,221.30640634736199,221.306406347362,221.306406347362,221.306406347362,221.306406347362,185,2026-02-10 19:49:57.899807
31,2025-06,165.01310864664893,165.01310864664896,165.01310864664896,165.01310864664896,165.01310864664896,186,2026-02-10 19:49:57.899807
32,2025-01,177.35369905430733,177.35369905430736,177.35369905430736,177.35369905430736,177.35369905430736,187,2026-02-10 19:49:57.899807
32,2025-02,186.60321940630027,186.6032194063003,186.6032194063003,186.6032194063003,186.6032194063003,188,2026-02-10 19:49:57.899807
32,2025-03,210.36266040011577,210.36266040011574,210.36266040011574,210.36266040011574,210.36266040011574,189,2026-02-10 19:49:57.899807
32,2025-04,181.34487264809394,181.34487264809394,181.34487264809394,181.34487264809394,181.34487264809394,190,2026-02-10 19:49:57.899807
32,2025-05,177.1945274978159,177.19452749781593,177.19452749781593,177.19452749781593,177.19452749781593,191,2026-02-10 19:49:57.899807
32,2025-06,188.6933364406748,188.69333644067476,188.69333644067476,188.69333644067476,188.69333644067476,192,2026-02-10 19:49:57.899807
33,2025-01,244.16550048220324,244.16550048220327,244.16550048220327,244.16550048220327,244.16550048220327,193,2026-02-10 19:49:57.899807
33,2025-02,273.63767494761606,273.637674947616,273.637674947616,273.637674947616,273.637674947616,194,2026-02-10 19:49:57.899807
33,2025-03,291.224439774983,291.224439774983,291.224439774983,291.224439774983,291.224439774983,195,2026-02-10 19:49:57.899807
33,2025-04,295.3150128484557,295.31501284845575,295.31501284845575,295.31501284845575,295.31501284845575,196,2026-02-10 19:49:57.899807
33,2025-05,293.3559162765174,293.3559162765174,293.3559162765174,293.3559162765174,293.3559162765174,197,2026-02-10 19:49:57.899807
33,2025-06,260.8178288563873,260.8178288563873,260.8178288563873,260.8178288563873,260.8178288563873,198,2026-02-10 19:49:57.899807
34,2025-01,196.01505247459696,196.01505247459696,196.01505247459696,196.01505247459696,196.01505247459696,199,2026-02-10 19:49:57.899807
34,2025-02,171.50338315646562,171.50338315646556,171.50338315646556,171.50338315646556,171.50338315646556,200,2026-02-10 19:49:57.899807
34,2025-03,188.1008061653491,188.1008061653491,188.1008061653491,188.1008061653491,188.1008061653491,201,2026-02-10 19:49:57.899807
34,2025-04,198.45091401955747,198.45091401955744,198.45091401955744,198.45091401955744,198.45091401955744,202,2026-02-10 19:49:57.899807
34,2025-05,176.93400465774988,176.93400465774988,176.93400465774988,176.93400465774988,176.93400465774988,203,2026-02-10 19:49:57.899807
34,2025-06,193.1817795362775,193.18177953627753,193.18177953627753,193.18177953627753,193.18177953627753,204,2026-02-10 19:49:57.899807
35,2025-01,467.55692055322095,467.55692055322095,467.55692055322095,467.55692055322095,467.55692055322095,205,2026-02-10 19:49:57.899807
35,2025-02,417.8654673620852,417.8654673620852,417.8654673620852,417.8654673620852,417.8654673620852,206,2026-02-10 19:49:57.899807
35,2025-03,461.91256647940105,461.912566479401,461.912566479401,461.912566479401,461.912566479401,207,2026-02-10 19:49:57.899807
35,2025-04,413.1320254535844,413.13202545358433,413.13202545358433,413.13202545358433,413.13202545358433,208,2026-02-10 19:49:57.899807
35,2025-05,479.02534150169896,479.0253415016989,479.0253415016989,479.0253415016989,479.0253415016989,209,2026-02-10 19:49:57.899807
35,2025-06,435.18543705113177,435.18543705113177,435.18543705113177,435.18543705113177,435.18543705113177,210,2026-02-10 19:49:57.899807
36,2025-01,435.06482616871637,435.0648261687164,435.0648261687164,435.0648261687164,435.0648261687164,211,2026-02-10 19:49:57.899807
36,2025-02,441.04222218061875,441.04222218061875,441.04222218061875,441.04222218061875,441.04222218061875,212,2026-02-10 19:49:57.899807
36,2025-03,475.9001431776505,475.90014317765053,475.90014317765053,475.90014317765053,475.90014317765053,213,2026-02-10 19:49:57.899807
36,2025-04,453.90130815791315,453.90130815791315,453.90130815791315,453.90130815791315,453.90130815791315,214,2026-02-10 19:49:57.899807
36,2025-05,454.1258884015287,454.1258884015287,454.1258884015287,454.1258884015287,454.1258884015287,215,2026-02-10 19:49:57.899807
